,age,workclass,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
273,46,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,2042,50,United-States,<=50K
274,38,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2042,40,United-States,<=50K
275,42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2042,48,United-States,<=50K
276,34,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,0,2042,10,United-States,<=50K
277,29,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2042,40,United-States,<=50K
278,32,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2042,30,United-States,<=50K
279,60,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,2042,34,United-States,<=50K
280,49,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,40,United-States,<=50K
281,53,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,2002,45,United-States,<=50K
282,56,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2002,40,United-States,<=50K
283,48,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,40,United-States,<=50K
284,32,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,2002,40,Iran,<=50K
285,42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,40,United-States,<=50K
286,32,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,42,United-States,<=50K
287,28,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,0,2002,40,England,<=50K
288,26,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,40,United-States,<=50K
289,59,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2002,50,United-States,<=50K
290,47,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,30,United-States,<=50K
292,41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,60,United-States,<=50K
293,36,Private,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,2002,40,United-States,<=50K
294,45,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,2002,55,United-States,<=50K
295,30,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,40,United-States,<=50K
296,36,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,40,United-States,<=50K
297,34,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2002,40,United-States,<=50K
298,53,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,40,United-States,<=50K
299,51,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,2002,45,United-States,<=50K
300,47,Self-emp-not-inc,Doctorate,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,45,United-States,<=50K
302,30,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Male,0,2001,42,United-States,<=50K
303,20,Private,HS-grad,Never-married,Other-service,Unmarried,White,Male,0,2001,40,United-States,<=50K
304,42,Federal-gov,Masters,Divorced,Adm-clerical,Not-in-family,White,Male,0,2001,60,United-States,<=50K
305,31,Private,11th,Never-married,Craft-repair,Not-in-family,White,Male,0,2001,40,United-States,<=50K
306,33,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,2001,40,United-States,<=50K
307,25,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Female,0,2001,30,United-States,<=50K
308,20,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,2001,40,United-States,<=50K
309,23,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,0,2001,40,United-States,<=50K
311,41,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,2001,50,United-States,<=50K
312,54,Self-emp-not-inc,HS-grad,Widowed,Craft-repair,Not-in-family,White,Male,0,2001,35,United-States,<=50K
313,25,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,2001,50,United-States,<=50K
314,19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,2001,40,United-States,<=50K
315,24,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,2001,37,United-States,<=50K
316,56,Federal-gov,Bachelors,Never-married,Transport-moving,Not-in-family,Black,Male,0,2001,65,United-States,<=50K
317,21,Local-gov,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,2001,40,United-States,<=50K
318,34,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,2001,40,United-States,<=50K
319,19,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,2001,40,United-States,<=50K
321,48,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,0,2001,40,United-States,<=50K
322,34,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,0,2001,40,United-States,<=50K
323,31,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,2001,40,United-States,<=50K
324,36,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,0,2001,40,United-States,<=50K
325,27,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,1980,40,United-States,<=50K
326,27,Private,Some-college,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,1980,40,Philippines,<=50K
327,35,Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,0,1980,65,United-States,<=50K
328,31,Self-emp-not-inc,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,1980,60,United-States,<=50K
329,27,Federal-gov,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,0,1980,40,United-States,<=50K
330,28,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,0,1980,40,United-States,<=50K
331,42,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,1980,46,United-States,<=50K
332,44,Private,Some-college,Separated,Exec-managerial,Not-in-family,White,Male,0,1980,45,England,<=50K
333,41,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,0,1980,56,United-States,<=50K
334,28,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,0,1980,35,United-States,<=50K
335,41,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,1980,40,United-States,<=50K
336,35,Private,10th,Widowed,Other-service,Not-in-family,Black,Female,0,1980,40,United-States,<=50K
337,58,Private,Masters,Divorced,Adm-clerical,Not-in-family,White,Female,0,1980,45,United-States,<=50K
338,40,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1980,48,United-States,<=50K
339,31,Private,Assoc-voc,Never-married,Transport-moving,Own-child,White,Male,0,1980,60,United-States,<=50K
340,30,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,0,1980,40,United-States,<=50K
341,32,Private,Some-college,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,0,1980,40,United-States,<=50K
342,25,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,0,1980,40,United-States,<=50K
343,34,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0,1980,40,United-States,<=50K
344,56,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0,1980,40,United-States,<=50K
345,45,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,0,1980,40,United-States,<=50K
346,50,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,1980,40,United-States,<=50K
347,27,Private,10th,Never-married,Sales,Other-relative,White,Male,0,1980,40,United-States,<=50K
348,51,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,>50K
349,40,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,60,United-States,>50K
350,41,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,65,United-States,>50K
351,49,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
352,37,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,40,United-States,>50K
353,36,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,45,United-States,>50K
354,35,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,80,United-States,>50K
355,29,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,0,1977,25,United-States,>50K
356,50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,40,United-States,>50K
357,46,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,>50K
358,44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
359,42,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
360,38,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
361,45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,55,United-States,>50K
362,43,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K
363,47,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K
364,58,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
365,48,Private,Prof-school,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,>50K
366,42,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,48,United-States,>50K
367,55,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
368,51,Private,10th,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,>50K
369,32,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1977,40,United-States,>50K
370,45,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
371,56,Private,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,44,United-States,>50K
372,38,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K
373,45,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,0,1977,50,United-States,>50K
374,49,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,40,United-States,>50K
375,36,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
376,49,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
377,30,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,40,China,>50K
378,42,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
379,55,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
380,34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
381,54,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
382,42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,70,United-States,>50K
383,25,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
384,55,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
385,58,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
386,62,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1977,60,United-States,>50K
387,43,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
388,57,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,1977,40,United-States,>50K
389,42,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K
390,63,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,32,China,>50K
391,47,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
392,37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
393,40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60,United-States,>50K
394,43,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
395,43,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,70,United-States,>50K
396,41,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K
397,32,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K
398,47,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,>50K
399,39,Federal-gov,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1977,60,United-States,>50K
400,53,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
401,34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
402,36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
403,47,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,41,United-States,>50K
404,52,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
405,40,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,1977,60,United-States,>50K
406,42,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
407,51,Private,Masters,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1977,40,United-States,>50K
408,55,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,20,United-States,>50K
409,38,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,1977,99,United-States,>50K
410,52,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
411,60,Federal-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,>50K
412,55,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,Germany,>50K
413,47,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1977,50,United-States,>50K
414,46,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,>50K
415,35,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,>50K
416,59,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
417,57,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,>50K
418,46,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
419,46,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
420,52,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,40,United-States,>50K
421,45,Private,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,30,United-States,>50K
422,37,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,>50K
423,46,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
424,44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,1977,50,United-States,>50K
425,45,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
426,43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1977,52,United-States,>50K
427,54,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
428,50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
430,45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
431,36,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K
432,27,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
433,36,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,1977,35,United-States,>50K
434,53,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,55,United-States,>50K
435,51,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,35,United-States,>50K
436,28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,24,United-States,>50K
437,47,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,40,United-States,>50K
438,45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K
439,45,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,35,United-States,>50K
440,39,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
441,39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
442,55,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
443,62,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,98,United-States,>50K
444,49,Private,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,1977,50,South,>50K
445,53,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
446,31,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,48,United-States,>50K
447,42,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,Italy,>50K
448,39,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1977,45,Philippines,>50K
